category,text,transformed_text
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",yeah hopefully tyler ca could maybe ask around bit
0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercise yeah kinda remember wot hmm
0,"Come to mu, we're sorting out our narcotics situation",come mu sorting narcotics situation
0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",tyler getting 8th leave long 9 get like hour
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,hear loud scream lt gt minutes cause gyno shoving things belong
0,WHORE YOU ARE UNBELIEVABLE.,whore unbelievable
0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",awesome deal gate charles told last night uh yeah
0,What time do u get out?,time u get
0,I'm on the bus. Love you,bus love
0,No she didnt. I will search online and let you know.,didnt search online let know
0,I think i am disturbing her da,think disturbing da
0,Lol I would but despite these cramps I like being a girl.,lol would despite cramps like girl
0,Arun can u transfr me d amt,arun u transfr amt
0,Ya that one is slow as poo,ya one slow poo
0,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great hope using connections mode men also cos never know old friends lead today
0,Dear got train and seat mine lower seat,dear got train seat mine lower seat
0,So the sun is anti sleep medicine.,sun anti sleep medicine
0,"Yeah probably, I still gotta check out with leo",yeah probably still got ta check leo
0,"Sorry, I'll call later",sorry call later
0,"And how you will do that, princess? :)",princess
0,Crucify is c not s. You should have told me earlier.,crucify c told earlier
0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,uworld site buying qbank buying self assessment also
0,Siva is in hostel aha:-.,siva hostel aha
0,And several to you sir.,several sir
0,What's the significance?,significance
0,It is a good thing I'm now getting the connection to bw,good thing getting connection bw
0,K.k.how is your business now?,business
0,Are there TA jobs available? Let me know please cos i really need to start working,ta jobs available let know please cos really need start working
0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,board working fine issue overheating also reslove still software inst pending come around 8 clock
0,"Call me. I m unable to cal. Lets meet bhaskar, and deep",call unable cal lets meet bhaskar deep
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent trying contact todays draw shows prize guaranteed call 09050001808 land line claim m95 valid12hrs
0,Daddy will take good care of you :),daddy take good care
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
0,"Haha awesome, be there in a minute",haha awesome minute
1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information o2 user today lucky day 2 find log onto http fantastic surprise awaiting
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forwarded 21870000 hi mailbox messaging sms alert 4 messages 21 matches please call back 09056242159 retrieve messages matches
0,"Arms fine, how's Cardiff and uni? ",arms fine cardiff uni
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care 07821230901
0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennai surely pick us competition
0,Mm i had my food da from out,mm food da
0,"Haha... Sounds crazy, dunno can tahan anot...",haha sounds crazy dunno tahan anot
0,HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah grooved im looking forward pound special
0,U don't remember that old commercial?,u remember old commercial
0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",hello boytoy geeee miss already woke wish bed cuddling love
0,The battery is for mr adewale my uncle. Aka Egbon,battery mr adewale uncle aka egbon
0,Yeah that'd pretty much be the best case scenario,yeah pretty much best case scenario
0,It certainly puts things into perspective when something like this happens,certainly puts things perspective something like happens
0,So how are you really. What are you up to. How's the masters. And so on.,really masters
0,Dont worry. I guess he's busy.,dont worry guess busy
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar double check wif da hair dresser already said wun cut v short said cut look nice
0,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",well officially philosophical hole u wan na call home ready saved
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,busy trying finish new year looking forward finally meeting
0,Oh really?? Did you make it on air? What's your talent?,oh really make air talent
0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,everything weather keep extra warm cold nothing serious pls lots vitamin c
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,nutter cutter ctter cttergg cttargg ctargg ctagg ie
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode txt one name 89693 08715500022 rpl stop 2 cnl
0,Ü give me some time to walk there.,ü give time walk
0,I will come tomorrow di,come tomorrow di
0,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,yeah got list u joanna feeling really anti social
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx
0,What you doing?how are you?,
0,Er yep sure. Props?,er yep sure props
0,Please da call me any mistake from my side sorry da. Pls da goto doctor.,please da call mistake side sorry da pls da goto doctor
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start saying big things actually start understanding small things nice evening bslvyl
1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone 600 anytime network mins 400 inclusive video calls downloads 5 per week free deltomorrow call 08002888812 reply
0,At WHAT TIME should i come tomorrow,time come tomorrow
0,"Dizzamn, aight I'll ask my suitemates when I get back",dizzamn aight ask suitemates get back
0,Ok lor. I'm in town now lei.,ok lor town lei
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry gone place tomorrow really sorry
0,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",way make sure u get train worc foregate street shrub hill fun night x
0,You have got tallent but you are wasting.,got tallent wasting
0,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feeling weak cuz got shot go another time
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oops sorry check mind picking tomo half eight station would ok
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model say
0,26th OF JULY,26th july
0,My uncles in Atlanta. Wish you guys a great semester.,uncles atlanta wish guys great semester
0,I'm done oredi...,done oredi
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,emigrated something ok maybe bit hopeful
0,Tiwary to rcb.battle between bang and kochi.,tiwary bang kochi
0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick tom pete dick fact types try gay chat photo upload call 08718730666 2 stop texts call 08712460324
0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look fuckin time fuck think
0,Love you aathi..love u lot..,love aathi love u lot
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,thinking chuckin ur red green n black trainners 2 save carryin bac train
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,slaaaaave must summon time wish come anymore
0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,know anthony bringing money school fees pay rent stuff like thats need help friend need
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",jus hope true missin cos really missin done anything feel guilty yet
1,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",winner guaranteed caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64xe
0,I think steyn surely get one wicket:),think steyn surely get one wicket
